invoice_reuse,bank_count,drawdown_30d,revenue_loan_ratio,industry_risk,punished_before,registered_capital,label,high_invoice_reuse,multi_bank,frequent_drawdown
0,4,2,0.5778228909518717,0,0,638.3478073033656,0,0,0,0
2,1,2,1.9416288672153776,2,0,169.5079768076751,1,1,0,0
0,3,2,1.3810271308718218,0,0,267.2469793010456,0,0,0,0
2,4,3,4.158730432144887,0,0,164.38463213272854,1,1,0,0
0,2,2,4.301625501662002,0,1,367.3947444360769,0,0,0,0
0,2,3,1.6637844708971428,2,0,1030.256130182917,0,0,0,0
2,2,1,1.965401496274517,1,0,95.80112466376258,1,1,0,0
0,4,1,1.563111354718016,0,0,150.5116993944594,0,0,0,0
0,5,0,4.587721463170688,2,0,176.53656572000128,0,0,0,0
3,2,6,2.76192200580027,0,0,252.09602478991144,1,1,0,1
3,2,2,3.4526166983690896,1,0,169.42578368247968,1,1,0,0
0,4,6,2.369669390148215,1,0,86.16455426103748,0,0,0,1
1,0,2,3.33956387077039,0,0,147.36376773691842,0,0,0,0
0,3,1,2.2363491952478123,0,0,1688.6291797599813,0,0,0,0
0,0,1,2.0285529697815146,2,0,203.13763863567215,0,0,0,0
0,2,0,3.355160329280661,0,0,21.96015257172622,0,0,0,0
1,2,2,3.159779351220452,1,0,99.99358366767004,0,0,0,0
1,1,2,1.8208757937557731,1,0,150.41454712149618,0,0,0,0
1,4,5,1.1720680264376304,1,0,128.95010656984317,1,0,0,1
1,5,1,2.1585951222716195,0,0,138.59577892080284,0,0,0,0
0,1,1,2.3683893761385915,0,0,197.6043926701824,0,0,0,0
0,4,2,3.329079500410722,0,0,246.80821301012588,0,0,0,0
0,0,2,4.615379436365886,2,0,192.25765125674388,0,0,0,0
0,6,2,0.6628315888981631,0,0,383.99308521391566,0,0,1,0
0,5,0,1.596474556438302,0,1,33.26980982165661,0,0,0,0
2,1,3,1.3717217402580215,2,0,115.27755984783614,1,1,0,0
0,5,3,2.7603248391220263,1,0,229.12489986870423,0,0,0,0
0,1,3,2.433653631694219,0,0,191.7443586839825,0,0,0,0
0,4,1,3.780669307190848,2,0,77.3005132669063,0,0,0,0
1,2,3,1.5908716064518873,1,0,87.19136119448585,0,0,0,0
1,1,1,3.1752426458739134,0,1,63.96126923724192,0,0,0,0
0,3,2,4.4773576861998166,0,0,394.1243604780785,0,0,0,0
0,3,2,4.598049829632371,1,0,23.287034476996745,0,0,0,0
1,6,1,4.81453072126264,1,0,41.20116581873927,1,0,1,0
0,0,5,3.979675184359949,0,0,225.57265844208624,0,0,0,1
2,3,1,4.576945578165118,0,0,255.48793560608664,1,1,0,0
1,5,2,1.555388923933734,0,0,30.434562039757783,0,0,0,0
0,1,1,1.389114249577147,1,0,277.6717749348838,0,0,0,0
0,3,4,0.5291963770123691,0,0,177.7724983890463,0,0,0,0
3,4,2,3.6807996084309424,0,0,248.55466592303816,1,1,0,0
0,2,1,4.71860234516185,1,0,159.565281966,0,0,0,0
0,3,1,1.3412090526875438,1,0,227.1183827785784,0,0,0,0
2,7,1,3.366246089420955,1,0,235.1040271965318,1,1,1,0
2,1,3,3.859068916497999,0,0,237.91427392033663,1,1,0,0
3,3,1,4.674264058166254,0,0,189.43874189477535,1,1,0,0
1,3,1,3.410871008077497,0,0,136.24274143683252,0,0,0,0
0,1,3,4.866321797369386,2,0,137.0516718893725,0,0,0,0
0,1,3,2.051029134556465,1,0,186.82385173280852,0,0,0,0
1,2,2,2.0746784019713345,0,0,338.8014078764448,0,0,0,0
0,2,0,2.943556295064555,0,0,1058.6406957220051,0,0,0,0
0,6,1,2.225758465021582,1,1,251.7579990731952,0,0,1,0
2,1,2,0.5064157772938969,1,1,216.4603920143801,1,1,0,0
0,3,1,3.792974112891443,0,0,500.4110264821715,0,0,0,0
0,3,0,3.882726686653175,2,0,220.62395983354145,0,0,0,0
0,4,0,3.861385721090467,1,0,51.40267511770915,0,0,0,0
0,2,0,2.0525929997471,1,0,71.28381525073526,0,0,0,0
0,3,2,2.850302629900274,2,0,924.1918456071394,0,0,0,0
0,4,0,2.1198808317950126,1,0,72.71637492703728,0,0,0,0
0,2,0,0.5721638001379059,1,0,262.4727650994472,0,0,0,0
1,3,5,3.0310202357213845,2,1,55.21827042204716,1,0,0,1
1,2,3,1.0569229973780496,0,0,536.085542771729,0,0,0,0
0,4,1,0.8601859584114827,0,0,93.67487698394665,0,0,0,0
3,1,0,3.8997458091355424,2,0,161.22155494314856,1,1,0,0
0,3,2,0.5427779108814753,1,0,118.12685061597226,0,0,0,0
0,5,0,4.815537996239268,2,0,245.88566028581155,0,0,0,0
2,2,1,2.818649138506596,0,1,176.1868448812968,1,1,0,0
0,4,1,4.923573938177668,1,0,368.69293288925127,0,0,0,0
3,2,2,0.7609890761271879,0,0,285.79274744748227,1,1,0,0
0,1,2,3.125882969896609,1,0,196.7298566386386,0,0,0,0
3,3,3,2.0719716618916006,0,0,284.68596973266364,1,1,0,0
0,4,2,4.295671217664286,0,0,298.9778438017809,0,0,0,0
2,7,2,2.1255023085542883,0,1,99.73740979554728,1,1,1,0
0,4,2,1.672194105758071,1,0,92.41514405021412,0,0,0,0
3,6,0,4.35898907194961,0,0,700.7106313081525,1,1,1,0
0,4,2,2.185938912439674,0,1,300.7511393300628,0,0,0,0
0,1,0,0.5757499393725266,0,0,222.3826442591485,0,0,0,0
3,1,0,2.256300953777002,0,0,66.57445619313603,1,1,0,0
0,7,4,3.4453502105492384,2,1,24.822549997285822,1,0,1,0
1,4,2,1.6446179246287185,0,0,110.75619981055894,0,0,0,0
1,3,3,2.443944165913208,0,0,94.38110397912556,0,0,0,0
0,3,4,0.7552181222700148,2,0,108.81775850667692,0,0,0,0
1,3,4,3.1464175618128074,1,0,348.2276523799166,0,0,0,0
0,3,1,3.903327157371772,1,0,683.6247860920046,0,0,0,0
2,1,3,2.3599065263049965,1,0,450.0983803881712,1,1,0,0
0,1,1,2.39104684760657,2,0,80.98654933991166,0,0,0,0
0,3,3,0.897271243632124,0,0,254.21336816317984,0,0,0,0
3,0,1,1.4087338903039217,2,0,91.1657669196755,1,1,0,0
2,3,2,1.196038864075607,2,0,23.54440629404409,1,1,0,0
0,3,3,2.667594958976921,1,0,137.48852363637187,0,0,0,0
1,0,1,2.8816499342783755,1,0,523.5985941461297,0,0,0,0
0,2,4,4.77023059077917,1,0,106.19797400835498,0,0,0,0
0,1,2,0.8295417692475526,0,0,341.4579465688133,0,0,0,0
0,2,0,3.199405879197712,0,0,76.27875217304492,0,0,0,0
0,4,1,2.869243372977086,2,0,295.4496595789948,0,0,0,0
0,4,0,2.823048940711231,1,0,116.32645343367987,0,0,0,0
0,1,1,4.429216793222719,0,0,680.8680669751961,0,0,0,0
3,3,4,1.424923118129689,1,0,108.4921052863988,1,1,0,0
3,3,2,0.6834797345361716,1,1,86.28137313959019,1,1,0,0
1,2,2,3.5252217843538665,0,0,646.4447052554945,0,0,0,0
0,2,1,2.053208588611911,1,1,83.35943134714778,0,0,0,0
0,3,1,0.5791546229563607,1,0,183.61342696413632,0,0,0,0
2,2,4,1.6311830328068622,0,0,83.96224188829733,1,1,0,0
1,3,4,1.8919704839756533,2,0,373.9405073266706,0,0,0,0
0,2,1,3.2757726955290893,0,0,542.8753151422916,0,0,0,0
2,1,4,1.2766360732217246,0,0,75.60118231003194,1,1,0,0
2,0,0,2.358744565790291,0,0,256.2974939584611,1,1,0,0
2,3,2,2.6711394998802462,1,0,281.2255333044454,1,1,0,0
1,4,0,2.5665682611384093,0,0,168.376156882799,0,0,0,0
1,4,2,4.882733450000518,0,0,682.3830470823052,0,0,0,0
0,3,1,0.7047690700563325,2,0,677.2403903005923,0,0,0,0
2,3,3,4.779356839035797,0,0,63.26644478178524,1,1,0,0
2,6,3,3.11871746297315,1,0,497.0338380449357,1,1,1,0
0,4,0,4.080774717364273,1,0,246.3160974124206,0,0,0,0
0,4,2,2.43676678107234,2,1,189.42773945235083,0,0,0,0
0,5,0,2.542270465656412,1,0,117.66104666864156,0,0,0,0
2,1,2,4.456969245571206,0,0,33.707089180544145,1,1,0,0
3,4,1,4.531705233313559,0,0,196.96412773638397,1,1,0,0
0,2,3,1.5740999664408393,2,1,201.91919396208647,0,0,0,0
0,4,2,1.3965884536307818,2,0,1090.8734152049474,0,0,0,0
0,5,1,2.73305828241478,0,0,75.63211699794142,0,0,0,0
3,2,2,4.551246622074612,1,0,29.74701515977417,1,1,0,0
2,4,3,1.9505979203277928,0,0,45.64192861690221,1,1,0,0
2,1,3,3.4340657690260907,2,0,728.671635971581,1,1,0,0
0,2,0,3.686682594832705,2,0,94.84181339979928,0,0,0,0
0,4,1,4.004035992023701,2,0,580.4624849267076,0,0,0,0
0,1,4,3.0376600606443347,2,0,149.34462294548965,0,0,0,0
0,1,3,2.3110483022553634,2,0,55.99787151109894,0,0,0,0
2,0,1,4.851571949595378,0,0,1098.0794264793735,1,1,0,0
2,3,0,3.250988389862837,2,1,554.3391578557463,1,1,0,0
3,3,4,3.778543452349719,1,0,124.02500689347704,1,1,0,0
3,4,1,2.0524228056314526,2,0,402.1389863792926,1,1,0,0
0,2,3,3.5147713145138604,1,0,167.8485973002364,0,0,0,0
1,3,1,1.6600894797385666,0,0,229.886938100746,0,0,0,0
2,6,2,1.6029361288788628,1,0,864.6472775585446,1,1,1,0
2,2,4,3.7162499081424185,1,0,32.471598451970095,1,1,0,0
0,2,1,2.846276313183208,0,1,103.685378706221,0,0,0,0
0,2,4,3.5747447469007536,0,0,152.81239853888275,0,0,0,0
0,4,2,1.7124732083664125,1,0,207.3676299891945,0,0,0,0
3,1,3,3.1942550347552867,0,0,42.57697481454455,1,1,0,0
1,4,4,2.4977014236640063,0,0,371.2699603305838,0,0,0,0
0,3,5,3.186321290804876,0,0,46.80704890032028,0,0,0,1
1,3,1,1.8089587950989872,2,1,42.52942089246743,1,0,0,0
1,5,2,3.719529336421057,1,0,115.4935788406929,0,0,0,0
0,3,3,4.126682147717595,0,0,987.8219010390736,0,0,0,0
0,1,0,1.6696241323597565,1,0,1884.9207561866265,0,0,0,0
1,1,1,1.8527925193503891,1,0,241.89945858299785,0,0,0,0
0,3,2,3.4751942137359184,0,0,116.95648701072729,0,0,0,0
1,5,0,3.630133284365949,0,0,173.52344116083128,0,0,0,0
0,4,2,3.668448579788525,1,0,207.45406391914196,0,0,0,0
2,2,4,3.572143271491265,0,0,643.1633429773693,1,1,0,0
0,7,3,2.2676347262864245,1,0,43.897246144976016,0,0,1,0
0,0,2,2.2768415348165525,0,0,490.0291138341466,0,0,0,0
2,4,4,1.6466793063997165,0,0,35.63265297808189,1,1,0,0
0,2,3,1.2057516495336331,2,0,91.7533768522341,0,0,0,0
0,3,0,3.616598207286076,0,0,148.03209913789996,0,0,0,0
0,1,2,0.9193495368754078,1,0,223.88794866612432,0,0,0,0
1,3,5,4.720065290540517,0,0,147.87916415770556,0,0,0,1
1,1,1,4.220088366521531,0,0,176.8081147033019,0,0,0,0
1,3,2,4.358775829807652,0,0,154.5379719857462,0,0,0,0
0,6,2,4.580009665768356,0,0,32.4354666952013,0,0,1,0
0,3,2,2.3387223682545804,0,1,263.7851915721072,0,0,0,0
0,2,1,4.310153255076805,0,0,334.0549517688422,0,0,0,0
0,1,2,1.211275851312422,1,1,568.302157673482,0,0,0,0
0,4,0,0.5973880757370605,1,0,941.1167649270042,0,0,0,0
0,4,0,4.032011275987326,0,0,223.81813119833828,0,0,0,0
0,3,0,0.8365849159862269,2,0,608.8133827839929,0,0,0,0
2,1,2,4.948361002966648,0,0,151.12389004972934,1,1,0,0
0,4,5,3.5365839332070017,0,0,34.79876016725043,0,0,0,1
0,2,3,3.890523696089475,1,0,388.0312851652781,0,0,0,0
1,4,4,1.6061173532503967,0,0,310.9162191403006,0,0,0,0
0,1,1,3.5323942726385966,0,0,148.5062183588508,0,0,0,0
1,5,2,0.6944897176473075,0,0,139.45168205895243,0,0,0,0
2,3,3,4.270215739656204,2,0,239.3673467080397,1,1,0,0
2,1,2,1.263308418642076,1,0,105.8934512148017,1,1,0,0
0,2,3,3.638111300751968,0,0,230.96295730926784,0,0,0,0
2,1,5,1.5101622555472776,0,1,59.01579009838571,1,1,0,1
0,5,3,0.8080392624171924,2,0,66.03428276410669,0,0,0,0
0,1,1,2.666721553472274,1,0,39.62303735470656,0,0,0,0
0,3,2,1.2617879462275523,0,0,1399.7634148591972,0,0,0,0
3,2,1,3.7824979474694738,0,0,159.66568027852838,1,1,0,0
0,3,2,1.5690462952256818,0,0,496.83438076006433,0,0,0,0
0,2,1,2.04112650306123,1,0,49.56164114831846,0,0,0,0
1,5,2,3.053476630690128,2,0,123.75620254574464,0,0,0,0
0,4,1,1.782357249097902,0,0,257.6233230689784,0,0,0,0
0,5,3,2.2009465229448275,0,0,646.2989225780586,0,0,0,0
0,2,3,4.17029796968174,2,0,81.24799395228061,0,0,0,0
0,3,3,1.3064443230246157,1,0,99.23323628711796,0,0,0,0
0,2,0,0.8699071526687016,1,0,67.22513699339174,0,0,0,0
0,1,0,1.9776100330985869,0,0,131.54997669944666,0,0,0,0
1,3,1,2.409695451562452,1,0,53.52514334232202,0,0,0,0
0,1,1,2.9419667696145546,1,0,35.277937259981485,0,0,0,0
0,7,4,2.175906632787532,0,0,192.2274075495823,0,0,1,0
2,6,1,4.054602651002623,2,0,290.20762819907293,1,1,1,0
0,3,2,0.6769376945081297,2,0,47.51080274634028,0,0,0,0
1,4,1,2.442953921893511,1,0,75.60389254433224,0,0,0,0
0,1,2,2.220151615953821,1,0,134.29684326139514,0,0,0,0
0,1,0,3.414103208630866,0,0,817.9100397703932,0,0,0,0
0,2,4,4.848243133538282,0,0,8.735791126609788,0,0,0,0
0,3,2,2.79668932982988,0,0,231.59063137209156,0,0,0,0
0,3,0,4.940945811237742,1,0,292.7307327724131,0,0,0,0
0,1,2,1.8601222771093888,0,0,72.81070479562591,0,0,0,0
0,4,3,0.6389065964410745,2,1,104.66560193413872,1,0,0,0
0,1,2,1.2454842536438573,0,0,207.05616392605225,0,0,0,0
0,3,2,2.278061981485553,1,0,144.07956229264482,0,0,0,0
0,3,2,1.923502591348485,1,0,811.6431331779459,0,0,0,0
0,1,0,0.9367435894251996,1,0,164.456336436272,0,0,0,0
0,2,0,2.446970484608226,2,1,351.1534878128755,0,0,0,0
1,4,1,2.021520972468032,2,0,232.81815336514475,0,0,0,0
0,2,3,1.051786492058473,0,0,297.1148765801969,0,0,0,0
1,0,4,1.8325270877535904,0,0,68.21136761706275,0,0,0,0
1,4,2,4.488962249099258,0,0,181.48791353618932,0,0,0,0
0,0,2,1.8592198947020309,1,0,138.99473767631343,0,0,0,0
2,2,2,3.712799404589232,0,0,72.51366236908666,1,1,0,0
2,5,0,3.2542118584599,1,0,374.2849733589208,1,1,0,0
0,1,0,2.4223152308376728,0,0,19.77856139245509,0,0,0,0
0,5,0,1.5756153656165113,1,0,570.7516744848692,0,0,0,0
2,4,0,2.1605661470567545,1,0,16.13909751705427,1,1,0,0
1,4,1,3.1644824606196926,1,0,127.26523068413448,0,0,0,0
0,3,2,2.078389466372097,1,0,380.376619461275,0,0,0,0
0,6,3,1.467033951084043,0,0,45.22355719005848,0,0,1,0
0,2,6,1.0240823700123445,0,0,226.7254188765729,0,0,0,1
0,4,3,4.458951220593043,1,0,203.49111252403412,0,0,0,0
1,2,2,2.481408390883576,0,0,205.7438528372764,0,0,0,0
0,5,2,3.313437447843185,2,1,104.72086320614362,0,0,0,0
0,3,0,2.706846625115624,2,0,93.19563040404334,0,0,0,0
1,3,1,4.426549332610835,2,0,30.87277471536328,0,0,0,0
0,3,2,2.961206836016949,0,0,133.75592733438071,0,0,0,0
0,1,1,2.66351638077101,1,0,371.4858694951273,0,0,0,0
1,3,1,4.660704456897707,0,1,94.05681289407865,0,0,0,0
2,6,0,3.7386031822040953,0,1,98.86701562615848,1,1,1,0
0,3,0,1.001974583060858,0,0,727.5346056683918,0,0,0,0
0,1,3,1.2996700753856631,0,0,126.02761394974554,0,0,0,0
0,3,1,4.0420528832274885,0,0,211.0636534788048,0,0,0,0
0,3,1,4.261330945309794,0,0,253.589989534976,0,0,0,0
0,2,4,2.9533587309063343,2,0,125.94539187521949,0,0,0,0
0,3,3,2.9950485253998766,0,0,293.31767351091963,0,0,0,0
0,0,2,3.3436983328315004,2,0,399.1754576320242,0,0,0,0
0,8,5,2.476020984271877,0,1,366.34349054207655,1,0,1,1
0,1,2,3.560896055677568,0,1,409.6821119999767,0,0,0,0
0,1,1,0.9881656590488704,1,1,18.490992827076543,0,0,0,0
0,3,4,4.825756590653239,1,0,45.97414012808789,0,0,0,0
0,2,4,3.875696707077148,0,0,88.72324362170119,0,0,0,0
0,2,4,3.340283918040531,0,0,66.95663826494001,0,0,0,0
2,3,3,1.923449256542663,0,0,72.23307071846912,1,1,0,0
0,4,1,1.2242996935552812,0,0,361.2476286293068,0,0,0,0
1,3,3,2.342043337230251,1,0,165.15991936098823,0,0,0,0
1,7,0,3.477095332583263,1,0,129.4310195261695,1,0,1,0
0,3,0,3.3516938454039997,0,0,118.44367387457436,0,0,0,0
0,3,4,2.221885197795072,2,0,99.47062377660254,0,0,0,0
0,3,5,3.259788772249084,0,0,116.52040066732444,0,0,0,1
0,5,2,4.161867330053964,1,0,594.4221042392542,0,0,0,0
1,5,1,0.6182814755192318,1,0,25.426131423198548,1,0,0,0
0,4,1,2.5277947156862406,2,0,530.8333087966251,0,0,0,0
0,4,1,3.91349852810056,0,1,1470.9696326668334,0,0,0,0
0,2,3,2.9576501170851976,1,0,526.811639475002,0,0,0,0
0,6,0,3.431642395680815,0,0,55.15055027424299,0,0,1,0
1,3,2,2.82504376672404,1,0,91.23774929127228,0,0,0,0
0,2,0,4.963435451070399,0,0,417.0887379730141,0,0,0,0
0,6,2,0.745796914200672,0,0,115.73977086847952,0,0,1,0
3,4,0,2.7097016979756976,2,1,89.47772492605736,1,1,0,0
1,3,5,0.9113744710153296,0,1,134.1581937256167,1,0,0,1
0,3,2,1.2190350295110668,2,0,48.33467321217928,0,0,0,0
0,6,2,2.223672576882178,2,0,130.28728443922432,0,0,1,0
0,4,7,1.199930411752193,1,0,44.42419781547813,0,0,0,1
0,2,1,4.83659224680493,0,0,305.6601643868855,0,0,0,0
0,1,3,4.760553995263216,0,0,63.794613246895615,0,0,0,0
0,3,0,2.012493407992717,2,0,156.25709881075454,0,0,0,0
0,4,1,3.378864704169558,0,0,95.15990248290306,0,0,0,0
0,5,2,2.901889942672037,1,0,217.4677747653621,0,0,0,0
2,6,1,4.170141412320959,1,0,337.75948845357226,1,1,1,0
0,2,2,3.32350524417624,2,0,197.65016198346007,0,0,0,0
0,4,0,0.5011360452075295,1,0,73.67658930591212,0,0,0,0
0,4,1,3.934284735243825,1,0,84.5072879430782,0,0,0,0
3,0,0,3.8608165458325314,0,0,1571.6797224166355,1,1,0,0
0,4,4,2.7937521750491645,0,0,383.1835358808855,0,0,0,0
0,5,2,4.563135379548742,0,0,121.77097764899602,0,0,0,0
3,2,1,4.588007925606807,2,0,83.58292026785591,1,1,0,0
2,5,0,2.8576025451697875,1,0,35.200389101050035,1,1,0,0
2,4,8,3.23594704038442,1,0,458.6252492546979,1,1,0,1
0,5,1,4.984349323661026,1,0,72.90058854018247,0,0,0,0
0,2,3,1.8446910566513788,1,0,425.7001893577139,0,0,0,0
1,2,2,1.960777590401648,0,0,339.4968950323321,0,0,0,0
2,0,1,1.3224825619857337,0,0,574.0991689948243,1,1,0,0
0,4,1,4.531401226210406,0,0,316.9801191704124,0,0,0,0
0,1,4,3.850197754771698,1,0,120.32036454481508,0,0,0,0
0,2,1,0.9753928199160884,0,1,150.79293733429927,0,0,0,0
1,3,1,4.917953080390846,1,0,152.09960263706571,0,0,0,0
0,2,2,3.7893276867250223,1,0,113.43772517786896,0,0,0,0
0,2,2,4.3273494932223855,0,0,29.276416814490453,0,0,0,0
0,1,0,0.7166785512794042,0,0,17.201439687880875,0,0,0,0
0,3,2,2.7723241352397543,0,0,316.9770165575634,0,0,0,0
0,4,1,3.6436922902716766,0,0,123.85084421460688,0,0,0,0
0,6,3,2.943259630573286,1,0,387.6253114470495,0,0,1,0
1,3,1,3.4999135956467486,0,0,101.54084208068484,0,0,0,0
0,2,2,4.180433286157126,2,0,148.24264658469534,0,0,0,0
0,3,6,2.184516783320883,1,0,375.9773515549441,0,0,0,1
0,1,3,4.319009040284193,0,0,702.9868875303717,0,0,0,0
0,2,0,1.2331224714438085,1,0,108.1826224211205,0,0,0,0
0,1,2,1.7189872476186865,1,0,54.59374181523303,0,0,0,0
0,3,4,0.695055289672966,1,0,499.2006618832037,0,0,0,0
0,4,0,2.13992065100863,0,0,111.37625274044974,0,0,0,0
0,2,3,2.209592951708541,0,0,91.35571797074007,0,0,0,0
0,2,2,4.123717687432629,0,0,99.50487575357238,0,0,0,0
3,3,3,3.439088016303452,0,0,72.33919293773899,1,1,0,0
0,2,2,2.4652515117005,1,0,321.7405312532024,0,0,0,0
2,2,3,3.434512903806867,1,0,38.930212865923686,1,1,0,0
0,3,1,0.7375250773206102,2,0,164.3586873108425,0,0,0,0
1,1,3,1.3112219120826925,0,0,190.5107848609196,0,0,0,0
1,6,1,3.3212653485878976,0,0,81.56944009332643,0,0,1,0
0,2,5,3.38615068651386,1,1,725.6969122766501,0,0,0,1
0,2,0,3.9836059641834223,0,1,364.4299116259125,0,0,0,0
0,2,6,2.31349891574121,0,0,94.20478981750846,0,0,0,1
0,4,3,3.751493434772703,1,0,133.4669131002433,0,0,0,0
2,1,2,3.5779114965208523,0,1,362.95923513184965,1,1,0,0
2,2,3,4.83527020266432,1,0,160.77841109109755,1,1,0,0
3,4,1,1.4680860189110565,0,0,602.7955828467389,1,1,0,0
0,3,3,2.9825580368868776,1,0,261.4412777852565,0,0,0,0
1,3,1,3.207939989497112,2,0,191.11651670012972,0,0,0,0
2,3,2,4.9939154822039935,0,0,189.478702239814,1,1,0,0
0,6,2,1.4053286397499327,2,0,3459.55983640312,0,0,1,0
0,3,1,2.854481089852815,1,0,53.59935155103239,0,0,0,0
1,3,2,2.057833884711375,2,0,49.67808801785377,0,0,0,0
0,1,2,2.866518358605499,0,0,116.57757597332709,0,0,0,0
2,2,2,1.544578709463977,1,1,604.6733115788696,1,1,0,0
0,4,5,0.7142557029236964,0,0,12.630484609176955,0,0,0,1
1,3,1,3.0765445425396,1,0,22.11177928551987,0,0,0,0
0,3,0,2.0113444213737446,1,0,99.511380806161,0,0,0,0
0,2,4,1.3187363078679517,0,0,1236.6479201049333,0,0,0,0
0,3,4,1.957710047351152,2,1,152.2373295948466,0,0,0,0
2,1,3,0.7217609065148521,0,0,46.41306700491402,1,1,0,0
1,2,4,4.776990053405465,0,0,337.66302825753274,0,0,0,0
0,2,2,3.115165617379672,1,0,782.0586755063144,0,0,0,0
0,3,0,4.166459066061612,1,0,78.35973093415156,0,0,0,0
2,5,0,2.404031888964787,0,0,233.78585793199977,1,1,0,0
0,3,3,4.564916004047836,0,0,173.6006220018213,0,0,0,0
2,6,4,2.67493199698514,2,0,263.02928424061656,1,1,1,0
0,2,2,3.0827539499030125,1,0,93.78853929635898,0,0,0,0
0,5,0,2.713072910281956,0,1,278.2808906987285,0,0,0,0
0,6,0,3.799752331404432,0,1,343.25309181890304,0,0,1,0
0,6,1,3.049952349209281,2,1,303.17172195559243,1,0,1,0
1,3,1,1.72219515611179,1,1,29.30210507986757,1,0,0,0
0,4,2,1.1549278909519085,2,0,35.3796341250428,0,0,0,0
0,3,0,3.2275597499734,0,0,74.49763857212285,0,0,0,0
2,2,0,2.701309826961663,1,0,193.92808776764545,1,1,0,0
0,5,1,0.9318906351325082,1,0,259.614958222332,0,0,0,0
0,4,2,2.280278596069708,0,0,51.72354636891583,0,0,0,0
2,2,1,2.816493899002041,1,0,205.2517554971712,1,1,0,0
1,0,4,4.221019552215156,1,1,382.1178667249232,1,0,0,0
0,0,2,0.8424547512501306,0,0,289.45529797236514,0,0,0,0
2,5,3,2.068229067107013,2,0,93.7065825335506,1,1,0,0
1,6,2,4.201952552196734,2,0,102.6760829492664,1,0,1,0
0,1,3,3.417907692972104,2,0,40.54578666427388,0,0,0,0
0,2,0,1.8048124481170404,2,0,845.8347101271413,0,0,0,0
1,5,4,4.30400804910189,0,0,238.4189757187547,0,0,0,0
1,4,2,2.719821112532116,0,0,29.599758451963023,0,0,0,0
0,3,2,2.7425835108970724,2,0,506.0553910219788,0,0,0,0
2,2,1,4.894643026401729,0,0,286.7321640512108,1,1,0,0
1,0,2,4.762024264563703,0,0,489.94570077534,0,0,0,0
0,4,1,2.113397075164297,1,0,84.89324034810629,0,0,0,0
0,5,1,1.1326060789838703,0,0,97.60946002032158,0,0,0,0
0,2,0,1.9655002952514236,1,0,65.84825604653486,0,0,0,0
1,3,3,0.6371746714012462,0,0,1232.9704537597652,0,0,0,0
0,7,5,0.5934554901967604,0,0,89.92800476893238,1,0,1,1
0,5,2,2.279849613131386,2,0,57.099090611990974,0,0,0,0
1,3,1,4.7345892021375535,1,0,77.71489562471541,0,0,0,0
2,1,0,4.421108035544934,1,0,107.21549338343654,1,1,0,0
0,3,1,2.8014927526293034,1,0,703.419698308355,0,0,0,0
2,4,2,3.043518715268738,2,0,195.75015919557836,1,1,0,0
0,1,0,0.5267007353572541,1,0,509.5615740982312,0,0,0,0
2,3,2,1.4697552012519448,1,0,197.41418932366287,1,1,0,0
0,3,1,0.6114835712047269,2,0,123.93587502934209,0,0,0,0
0,4,1,3.895427897129244,0,0,52.32569040866922,0,0,0,0
1,1,5,1.1554060821192398,2,0,730.7186289006211,1,0,0,1
0,2,0,4.410711961145676,0,0,399.79887669405394,0,0,0,0
0,3,2,3.394959411541047,1,0,437.8814351439332,0,0,0,0
1,2,0,1.5323840443207102,0,1,374.3399316956322,0,0,0,0
1,1,0,1.2097414268746238,1,0,72.9581139754889,0,0,0,0
1,1,0,3.324311154153739,1,0,193.44771499922223,0,0,0,0
1,3,3,4.553766411270456,2,0,440.0389149521785,0,0,0,0
0,0,4,3.732620985114717,2,0,381.58623029737566,0,0,0,0
0,3,4,2.068459932215199,2,0,173.57182755482336,0,0,0,0
0,1,1,3.143226178708912,0,0,1069.54309639052,0,0,0,0
0,1,2,1.898427629175896,2,0,252.8957544067212,0,0,0,0
2,7,2,4.996173050503965,0,0,556.6807986421383,1,1,1,0
0,3,1,3.86977634807833,2,0,181.2985342461304,0,0,0,0
0,2,3,3.264717378905392,0,0,102.34392613845952,0,0,0,0
0,4,3,2.4046661424462314,1,0,391.1859363004704,0,0,0,0
2,4,2,3.281685306168008,2,0,309.0547551929743,1,1,0,0
0,0,1,2.0372722811030064,2,0,209.86494984807496,0,0,0,0
0,3,3,0.6298917775611383,1,0,63.67978029895183,0,0,0,0
0,3,0,2.277898350604848,1,0,407.8751757728192,0,0,0,0
1,7,3,4.687163688109401,0,0,67.12379025326132,0,0,1,0
0,3,2,3.3183549264823964,1,0,322.9044404934972,0,0,0,0
2,2,1,0.8778006638190572,1,0,49.55158796099905,1,1,0,0
2,4,3,4.482471260277617,0,0,63.621609257103565,1,1,0,0
0,2,3,1.7099368220368167,0,0,198.7584797404112,0,0,0,0
1,2,2,1.5969627188722737,0,0,264.7975556481507,0,0,0,0
2,3,3,1.836909359511444,1,0,184.322618093324,1,1,0,0
1,0,2,3.0974100625668086,0,0,87.60514811955328,0,0,0,0
0,0,1,2.951096420452895,0,0,451.7867719461132,0,0,0,0
0,3,3,2.711361895802968,0,0,170.51525368351955,0,0,0,0
1,4,1,3.728915885806821,1,0,180.07532049640872,0,0,0,0
0,6,2,1.9244197910073155,1,1,126.78414721327688,0,0,1,0
1,4,2,4.01929034707594,1,0,72.04472679358126,0,0,0,0
